"id";"Pais";"Localidad";"Denominación Genérica";"Denominación Específica";"Código";"Naturaleza";"Tipo"
204;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-TXAGORRITXU";"01006851";"Centro público";0
205;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-TXIMELETA";"01006861";"Centro público";0
206;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-GURUTZMENDI";"01006873";"Centro público";0
207;"ESPAÑA";"Salvatierra o Agurain";"Escuela de Educación Infantil";"AGURAINGO HAURRESKOLA";"01006885";"Centro público";0
208;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación Infantil";"KIMBA SALBURUA";"01006897";"Centro privado";2
209;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-LANDABERDE";"01006903";"Centro público";0
210;"ESPAÑA";"Irabien";"Escuela de Educación Infantil";"OKONDOKO HAURRESKOLA-AURORA MENDIETA";"01006915";"Centro público";0
211;"ESPAÑA";"Vitoria-Gasteiz";"Centro Integrado (Varias enseñanzas de Régimen General)";"IPI SANSOMENDI";"01006927";"Centro público";0
212;"ESPAÑA";"Labastida";"Escuela de Educación Infantil";"BASTIDAKO HAURRESKOLA";"01006939";"Centro público";0
213;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEOZKO HAURRESKOLA-HENRIKE KNÖR";"01006940";"Centro público";0
214;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-IZARRA";"01006952";"Centro público";0
215;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-LAKUABIZKARRA";"01006964";"Centro público";0
216;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-VIRGEN BLANCA";"01006976";"Centro público";0
217;"ESPAÑA";"Alegria-Dulantzi";"Escuela de Educación Infantil";"ALEGRÍA-DULANTZIKO HAURRESKOLA-EGUZKILORE";"01006988";"Centro público";0
218;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"CEP MARITURRI LHI";"01006991";"Centro público";0
219;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación Secundaria";"SUZANNE";"01007002";"Centro privado";2
220;"ESPAÑA";"Ozaeta";"Escuela de Educación Infantil";"BARRUNDIAKO HAURRESKOLA";"01007014";"Centro público";0
221;"ESPAÑA";"Elciego";"Escuela de Educación Infantil";"ELCIEGOKO HAURRESKOLA-TEMPRANILLO";"01007026";"Centro público";0
222;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-KATAGORRI";"01007038";"Centro público";0
223;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-GALTZAGORRI";"01007041";"Centro público";0
224;"ESPAÑA";"Vitoria-Gasteiz";"Instituto de Formación Profesional";"INSTITUTO DE FORMACIÓN PROFESIONAL A DISTANCIA";"01007051";"Centro público";0
225;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"Gasteizko Haurreskola-El Pilar";"01007063";"Centro público";0
226;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-ARANBIZKARRA";"01007075";"Centro público";0
227;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación Infantil";"VILLA GASTEIZ";"01007087";"Centro privado";2
228;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación Infantil";"ENANITOS";"01007129";"Centro privado";2
229;"ESPAÑA";"Aguas Nuevas";"Colegio Público";"SAN ISIDRO LABRADOR";"02000039";"Centro público";0
230;"ESPAÑA";"Albacete";"Colegio Público";"CARLOS V";"02000040";"Centro público";0
231;"ESPAÑA";"Albacete";"Colegio Público";"CRISTÓBAL COLÓN";"02000052";"Centro público";0
232;"ESPAÑA";"Albacete";"Colegio Público";"CERVANTES";"02000064";"Centro público";0
233;"ESPAÑA";"Albacete";"Colegio Público";"CRISTÓBAL VALERA";"02000076";"Centro público";0
234;"ESPAÑA";"Albacete";"Colegio Público";"DIEGO VELÁZQUEZ";"02000088";"Centro público";0
235;"ESPAÑA";"Albacete";"Colegio Público";"DOCTOR FLEMING";"02000091";"Centro público";0
236;"ESPAÑA";"Albacete";"Colegio Público";"SEVERO OCHOA";"02000106";"Centro público";0
237;"ESPAÑA";"Albacete";"Colegio Público";"INMACULADA CONCEPCIÓN";"02000118";"Centro público";0
238;"ESPAÑA";"Albacete";"Colegio Público";"MARÍA DE LOS LLANOS MARTÍNEZ";"02000121";"Centro público";0
239;"ESPAÑA";"Albacete";"Colegio Público";"PRÍNCIPE FELIPE";"02000131";"Centro público";0
240;"ESPAÑA";"Albacete";"Colegio Público";"REINA SOFÍA";"02000143";"Centro público";0
241;"ESPAÑA";"Albacete";"Colegio Público";"SAN FERNANDO";"02000155";"Centro público";0
242;"ESPAÑA";"Albacete";"Colegio Público";"SAN FULGENCIO";"02000167";"Centro público";0
243;"ESPAÑA";"Albacete";"Colegio Público";"VIRGEN DE LOS LLANOS";"02000180";"Centro público";0
244;"ESPAÑA";"Albacete";"Centro Privado con varias Enseñanzas de Régimen General";"DIOCESANO";"02000301";"Centro privado";1
245;"ESPAÑA";"Albacete";"Centro Privado con varias Enseñanzas de Régimen General";"ARISTOS";"02000374";"Centro privado";1
246;"ESPAÑA";"Albacete";"Centro Privado con varias Enseñanzas de Régimen General";"ACADEMIA CEDES";"02000386";"Centro privado";1
247;"ESPAÑA";"Albacete";"Centro Privado con varias Enseñanzas de Régimen General";"EL AVE MARÍA";"02000404";"Centro privado";1
248;"ESPAÑA";"Albacete";"Centro Privado con varias Enseñanzas de Régimen General";"COMPAÑÍA DE MARÍA";"02000428";"Centro privado";1
249;"ESPAÑA";"Albacete";"Centro Privado con varias Enseñanzas de Régimen General";"ESCUELAS PÍAS";"02000431";"Centro privado";1
250;"ESPAÑA";"Albacete";"Centro Privado con varias Enseñanzas de Régimen General";"JOSÉ MARÍA PEMÁN";"02000441";"Centro privado";1
251;"ESPAÑA";"Albacete";"Instituto de Educación Secundaria (IES)";"LOS OLMOS";"02000453";"Centro público";0
252;"ESPAÑA";"Albacete";"Centro Privado con varias Enseñanzas de Régimen General";"MARÍA INMACULADA";"02000465";"Centro privado";1
253;"ESPAÑA";"Albacete";"Centro Privado con varias Enseñanzas de Régimen General";"NUESTRA SEÑORA DE MONTSERRAT";"02000519";"Centro privado";1
254;"ESPAÑA";"Albacete";"Centro Privado con varias Enseñanzas de Régimen General";"NUESTRA SEÑORA DEL ROSARIO";"02000544";"Centro privado";1
255;"ESPAÑA";"Albacete";"Instituto de Educación Secundaria (IES)";"ALTO DE LOS MOLINOS";"02000556";"Centro público";0
256;"ESPAÑA";"Albacete";"Centro Privado con varias Enseñanzas de Régimen General";"AZORÍN";"02000568";"Centro privado";1
257;"ESPAÑA";"Albacete";"Centro Privado con varias Enseñanzas de Régimen General";"SAGRADO CORAZÓN";"02000571";"Centro privado";1
258;"ESPAÑA";"Albacete";"Centro Privado con varias Enseñanzas de Régimen General";"SAN CRISTÓBAL";"02000593";"Centro privado";1
259;"ESPAÑA";"Hellin";"Instituto de Educación Secundaria (IES)";"IZPISÚA BELMONTE";"02000601";"Centro público";0
260;"ESPAÑA";"Albacete";"Instituto de Educación Secundaria (IES)";"BACHILLER SABUCO";"02000714";"Centro público";0
261;"ESPAÑA";"Albacete";"Instituto de Educación Secundaria (IES)";"TOMÁS NAVARRO TOMÁS";"02000726";"Centro público";0
262;"ESPAÑA";"Albacete";"Instituto de Educación Secundaria (IES)";"ANDRÉS DE VANDELVIRA";"02000738";"Centro público";0
263;"ESPAÑA";"Albacete";"Instituto de Educación Secundaria (IES)";"DON BOSCO";"02000741";"Centro público";0
264;"ESPAÑA";"Albacete";"Instituto de Educación Secundaria (IES)";"PARQUE LINEAL";"02000763";"Centro público";0
265;"ESPAÑA";"Albacete";"Centro Privado con varias Enseñanzas de Régimen General";"SANTO ÁNGEL";"02000787";"Centro privado";1
266;"ESPAÑA";"Albacete";"Instituto de Educación Secundaria (IES)";"UNIVERSIDAD LABORAL";"02000799";"Centro público";0
267;"ESPAÑA";"Albacete";"Colegio Público";"ANTONIO MACHADO";"02000805";"Centro público";0
268;"ESPAÑA";"Albacete";"Colegio Público";"CASTILLA-LA MANCHA";"02000830";"Centro público";0
269;"ESPAÑA";"Albacete";"Colegio Público";"BENJAMÍN PALENCIA";"02000842";"Centro público";0
270;"ESPAÑA";"Albacete";"Colegio Público";"FEDERICO MAYOR ZARAGOZA";"02000854";"Centro público";0
271;"ESPAÑA";"Albacete";"Colegio Público";"ANA SOTO";"02000878";"Centro público";0
272;"ESPAÑA";"Pozo Cañada";"Colegio Público";"VIRGEN DEL ROSARIO";"02000982";"Centro público";0
273;"ESPAÑA";"El Salobral";"Colegio Público";"PRÍNCIPE FELIPE";"02000994";"Centro público";0
274;"ESPAÑA";"Santa Ana";"Colegio Público";"PEDRO SIMÓN ABRIL";"02001007";"Centro público";0
275;"ESPAÑA";"Alcaraz";"Colegio Público";"NUESTRA SEÑORA DE CORTES";"02001111";"Centro público";0
276;"ESPAÑA";"Almansa";"Centro Privado de Educación  Especial";"ASPRONA";"02001135";"Centro privado";2
277;"ESPAÑA";"Almansa";"Colegio Público";"DUQUE DE ALBA";"02001147";"Centro público";0
278;"ESPAÑA";"Almansa";"Colegio Público";"PRÍNCIPE DE ASTURIAS";"02001159";"Centro público";0
279;"ESPAÑA";"Almansa";"Colegio Público";"NUESTRA SEÑORA DE BELÉN";"02001160";"Centro público";0
280;"ESPAÑA";"Almansa";"Centro Privado con varias Enseñanzas de Régimen General";"ESCLAVAS DE MARÍA";"02001172";"Centro privado";1
281;"ESPAÑA";"Almansa";"Centro Privado con varias Enseñanzas de Régimen General";"COLEGIO EPISCOPAL-OBRA MISIONERA EKUMENE";"02001184";"Centro privado";1
282;"ESPAÑA";"Almansa";"Instituto de Educación Secundaria (IES)";"JOSÉ CONDE GARCÍA";"02001202";"Centro público";0
283;"ESPAÑA";"Alpera";"Colegio Público";"VERA CRUZ";"02001214";"Centro público";0
284;"ESPAÑA";"Balazote";"Colegio Público";"NUESTRA SEÑORA DEL ROSARIO";"02001241";"Centro público";0
285;"ESPAÑA";"Barrax";"Colegio Público";"BENJAMÍN PALENCIA";"02001275";"Centro público";0
286;"ESPAÑA";"Bonete";"Colegio Público";"PABLO PICASSO";"02001378";"Centro público";0
287;"ESPAÑA";"El Bonillo";"Colegio Público";"ANTÓN DÍAZ";"02001381";"Centro público";0
288;"ESPAÑA";"Casas de Juan Nuñez";"Colegio Público";"SAN PEDRO APÓSTOL";"02001408";"Centro público";0
289;"ESPAÑA";"Casas-Ibañez";"Colegio Público";"SAN AGUSTÍN ";"02001433";"Centro público";0
290;"ESPAÑA";"Caudete";"Colegio Público";"ALCÁZAR Y SERRANO";"02001494";"Centro público";0
291;"ESPAÑA";"Caudete";"Centro Privado con varias Enseñanzas de Régimen General";"AMOR DE DIOS";"02001512";"Centro privado";1
292;"ESPAÑA";"Chinchilla de Monte-Aragon";"Colegio Público";"ALCALDE GALINDO";"02001573";"Centro público";0
293;"ESPAÑA";"Elche de la Sierra";"Colegio Público";"SAN BLAS";"02001615";"Centro público";0
294;"ESPAÑA";"Elche de la Sierra";"Centro Privado con varias Enseñanzas de Régimen General";"CRISTO CRUCIFICADO";"02001639";"Centro privado";1
295;"ESPAÑA";"Ferez";"Colegio Público";"NUESTRA SEÑORA DEL ROSARIO";"02001688";"Centro público";0
296;"ESPAÑA";"Fuente-Alamo";"Colegio Público";"DON QUIJOTE Y SANCHO";"02001706";"Centro público";0
297;"ESPAÑA";"Fuentealbilla";"Colegio Público";"CRISTO DEL VALLE";"02001731";"Centro público";0
298;"ESPAÑA";"La Gineta";"Colegio Público";"MARIANO MUNERA";"02001743";"Centro público";0
299;"ESPAÑA";"Hellin";"Colegio Público";"ISABEL LA CATÓLICA";"02001810";"Centro público";0
300;"ESPAÑA";"Hellin";"Colegio Público";"MARTÍNEZ PARRAS";"02001822";"Centro público";0
301;"ESPAÑA";"Hellin";"Colegio Público";"NUESTRA SEÑORA DEL ROSARIO";"02001834";"Centro público";0
302;"ESPAÑA";"Hellin";"Colegio Público";"MANUEL GUILLAMÓN";"02001846";"Centro público";0
303;"ESPAÑA";"Hellin";"Centro Privado con varias Enseñanzas de Régimen General";"COMPAÑÍA DE MARÍA";"02001913";"Centro privado";1
304;"ESPAÑA";"Hellin";"Centro Privado con varias Enseñanzas de Régimen General";"COLEGIO NUESTRA SEÑORA DE LOS DOLORES-PADRES AMIGONIANOS";"02001949";"Centro privado";1
305;"ESPAÑA";"Hellin";"Centro Privado con varias Enseñanzas de Régimen General";"SAN RAFAEL";"02001950";"Centro privado";1
306;"ESPAÑA";"Hellin";"Instituto de Educación Secundaria (IES)";"MELCHOR DE MACANAZ";"02001962";"Centro público";0
307;"ESPAÑA";"Hellin";"Instituto de Educación Secundaria (IES)";"CRISTÓBAL LOZANO";"02001974";"Centro público";0
308;"ESPAÑA";"Isso";"Colegio Público";"SANTIAGO APÓSTOL";"02001986";"Centro público";0
309;"ESPAÑA";"Letur";"Colegio Público";"NUESTRA SEÑORA DE LA ASUNCIÓN";"02002140";"Centro público";0
310;"ESPAÑA";"Lietor";"Colegio Público";"MARTÍNEZ PARRAS";"02002191";"Centro público";0
311;"ESPAÑA";"Madrigueras";"Colegio Público";"CONSTITUCIÓN ESPAÑOLA";"02002206";"Centro público";0
312;"ESPAÑA";"Mahora";"Colegio Público";"NUESTRA SEÑORA DE GRACIA";"02002218";"Centro público";0
313;"ESPAÑA";"Minaya";"Colegio Público";"DIEGO CILLER MONTOYA";"02002255";"Centro público";0
314;"ESPAÑA";"Montealegre del Castillo";"Colegio Público";"VIRGEN DE CONSOLACIÓN";"02002309";"Centro público";0
315;"ESPAÑA";"Munera";"Colegio Público";"CERVANTES";"02002334";"Centro público";0
316;"ESPAÑA";"Ontur";"Colegio Público";"SAN JOSÉ DE CALASANZ";"02002450";"Centro público";0
317;"ESPAÑA";"Ossa de Montiel";"Colegio Público";"ENRIQUETA SÁNCHEZ";"02002462";"Centro público";0
318;"ESPAÑA";"La Roda";"Centro Privado de Educación  Especial";"VIRGEN DE LOS REMEDIOS";"02002701";"Centro privado";2
319;"ESPAÑA";"La Roda";"Colegio Público";"JOSÉ ANTONIO";"02002711";"Centro público";0
320;"ESPAÑA";"La Roda";"Colegio Público";"JUAN RAMÓN RAMÍREZ";"02002723";"Centro público";0
321;"ESPAÑA";"La Roda";"Centro Privado con varias Enseñanzas de Régimen General";"MARÍA AUXILIADORA";"02002759";"Centro privado";1
322;"ESPAÑA";"La Roda";"Instituto de Educación Secundaria (IES)";"DOCTOR ALARCÓN SANTÓN";"02002760";"Centro público";0
323;"ESPAÑA";"La Roda";"Instituto de Educación Secundaria (IES)";"MAESTRO JUAN RUBIO";"02002784";"Centro público";0
324;"ESPAÑA";"La Roda";"Colegio Público";"TOMÁS NAVARRO TOMÁS ";"02002796";"Centro público";0
325;"ESPAÑA";"San Pedro";"Colegio Público";"MARGARITA SOTOS";"02002838";"Centro público";0
326;"ESPAÑA";"Tazona";"Colegio Público";"RAMÓN Y CAJAL";"02002863";"Centro público";0
327;"ESPAÑA";"Socovos";"Colegio Público";"LEÓN FELIPE";"02002875";"Centro público";0
328;"ESPAÑA";"Tarazona de la Mancha";"Colegio Público";"EDUARDO SANCHIZ";"02002887";"Centro público";0
329;"ESPAÑA";"Tobarra";"Colegio Público";"CERVANTES";"02002954";"Centro público";0
330;"ESPAÑA";"Villalgordo del Jucar";"Colegio Público";"SAN ROQUE";"02003016";"Centro público";0
331;"ESPAÑA";"Villamalea";"Colegio Público";"ILDEFONSO NAVARRO";"02003031";"Centro público";0
332;"ESPAÑA";"Villarrobledo";"Centro Privado de Educación  Especial";"INFANTA ELENA";"02003053";"Centro privado";2
333;"ESPAÑA";"Villarrobledo";"Colegio Público";"DON FRANCISCO GINER DE LOS RÍOS";"02003065";"Centro público";0
334;"ESPAÑA";"Villarrobledo";"Colegio Público";"GRACIANO ATIENZA";"02003077";"Centro público";0
335;"ESPAÑA";"Villarrobledo";"Colegio Público";"JIMÉNEZ DE CÓRDOBA";"02003089";"Centro público";0
336;"ESPAÑA";"Villarrobledo";"Colegio Público";"VIRREY MORCILLO";"02003090";"Centro público";0
337;"ESPAÑA";"Villarrobledo";"Centro Privado con varias Enseñanzas de Régimen General";"NUESTRA SEÑORA DEL CARMEN";"02003107";"Centro privado";1
338;"ESPAÑA";"Villarrobledo";"Instituto de Educación Secundaria (IES)";"VIRREY MORCILLO";"02003120";"Centro público";0
339;"ESPAÑA";"Villarrobledo";"Colegio Público";"VIRGEN DE LA CARIDAD";"02003132";"Centro público";0
340;"ESPAÑA";"Aguas Nuevas";"Centro Privado de Formación Profesional Específica";"VIRGEN DE LOS LLANOS";"02003442";"Centro privado";2
341;"ESPAÑA";"Albacete";"Instituto de Educación Secundaria (IES)";"AMPARO SANZ";"02003481";"Centro público";0
342;"ESPAÑA";"Hellin";"Instituto de Educación Secundaria (IES)";"JUSTO MILLÁN";"02003491";"Centro público";0
343;"ESPAÑA";"Aguas Nuevas";"Centro Público Integrado de Formación Profesional";"AGUAS NUEVAS";"02003508";"Centro público";0
344;"ESPAÑA";"Albacete";"Colegio Público de Educación Especial";"ELOY CAMINO";"02003569";"Centro público";0
345;"ESPAÑA";"Elche de la Sierra";"Instituto de Educación Secundaria (IES)";"SIERRA DEL SEGURA";"02003582";"Centro público";0
346;"ESPAÑA";"Villarrobledo";"Instituto de Educación Secundaria (IES)";"OCTAVIO CUARTERO";"02003651";"Centro público";0
347;"ESPAÑA";"Albacete";"Centro Público de Educación de Personas Adultas (Presencial)";"LOS LLANOS";"02003673";"Centro público";0
348;"ESPAÑA";"Almansa";"Centro Público de Educación de Personas Adultas (Presencial)";"CASTILLO DE ALMANSA";"02003685";"Centro público";0
349;"ESPAÑA";"Hellin";"Centro Público de Educación de Personas Adultas (Presencial)";"LÓPEZ DEL ORO";"02003697";"Centro público";0
350;"ESPAÑA";"Hellin";"Colegio Público de Educación Especial";"CRUZ DE MAYO";"02003739";"Centro público";0
351;"ESPAÑA";"Albacete";"Colegio Público";"SAN PABLO";"02003752";"Centro público";0
352;"ESPAÑA";"Albacete";"Colegio Público";"PEDRO SIMÓN ABRIL";"02003764";"Centro público";0
353;"ESPAÑA";"Albacete";"Conservatorio de Música o Danza";"REAL CONSERVATORIO PROFESIONAL DE MÚSICA Y DANZA";"02003788";"Centro público";0
354;"ESPAÑA";"Albacete";"Colegio Público";"PARQUE SUR";"02003879";"Centro público";0
355;"ESPAÑA";"Villarrobledo";"Centro Público de Educación de Personas Adultas (Presencial)";"ALONSO QUIJANO";"02003880";"Centro público";0
356;"ESPAÑA";"Albacete";"Instituto de Educación Secundaria (IES)";"LEONARDO DA VINCI";"02003892";"Centro público";0
357;"ESPAÑA";"Albacete";"Colegio Público";"SAN ANTÓN";"02003909";"Centro público";0
358;"ESPAÑA";"Albacete";"Instituto de Educación Secundaria (IES)";"DIEGO DE SILOÉ";"02004008";"Centro público";0
359;"ESPAÑA";"Almansa";"Instituto de Educación Secundaria (IES)";"ESCULTOR JOSÉ LUIS SÁNCHEZ";"02004011";"Centro público";0
360;"ESPAÑA";"Albacete";"Colegio Público";"VILLACERRADA";"02004021";"Centro público";0
361;"ESPAÑA";"Almansa";"Colegio Público";"CLAUDIO SÁNCHEZ ALBORNOZ";"02004033";"Centro público";0
362;"ESPAÑA";"Alcaraz";"Instituto de Educación Secundaria (IES)";"PEDRO SIMÓN ABRIL";"02004082";"Centro público";0
363;"ESPAÑA";"Albacete";"Escuela Oficial de Idiomas (EOI)";"ESCUELA OFICIAL DE IDIOMAS DE Albacete";"02004094";"Centro público";0
364;"ESPAÑA";"Albacete";"Colegio Público";"JOSÉ PRAT GARCÍA";"02004112";"Centro público";0
365;"ESPAÑA";"La Roda";"Colegio Público";"MIGUEL HERNÁNDEZ";"02004124";"Centro público";0
366;"ESPAÑA";"Albacete";"Instituto de Educación Secundaria (IES)";"AL-BASIT";"02004240";"Centro público";0
367;"ESPAÑA";"Almansa";"Conservatorio de Música o Danza";"JERÓNIMO MESEGUER";"02004252";"Centro público";0
368;"ESPAÑA";"Albacete";"Colegio Público";"JOSÉ SALUSTIANO SERNA";"02004264";"Centro público";0
369;"ESPAÑA";"Tobarra";"Colegio Público";"CRISTO DE LA ANTIGUA";"02004288";"Centro público";0
370;"ESPAÑA";"Villarrobledo";"Colegio Público";"DIEGO REQUENA";"02004291";"Centro público";0
371;"ESPAÑA";"Albacete";"Instituto de Educación Secundaria (IES)";"JULIO REY PASTOR";"02004331";"Centro público";0
372;"ESPAÑA";"Almansa";"Escuela Oficial de Idiomas (EOI)";"MARÍA MOLINER";"02004343";"Centro público";0
373;"ESPAÑA";"Hellin";"Escuela Oficial de Idiomas (EOI)";"CONDE DE FLORIDABLANCA";"02004355";"Centro público";0
374;"ESPAÑA";"Caudete";"Instituto de Educación Secundaria (IES)";"PINTOR RAFAEL REQUENA";"02004367";"Centro público";0
375;"ESPAÑA";"Tarazona de la Mancha";"Instituto de Educación Secundaria (IES)";"JOSÉ ISBERT";"02004379";"Centro público";0
376;"ESPAÑA";"Albacete";"Centro Privado de Educación Infantil";"RAYUELA";"02004380";"Centro privado";2
377;"ESPAÑA";"Almansa";"Colegio Público";"JOSÉ LLORET TALENS";"02004392";"Centro público";0
378;"ESPAÑA";"Albacete";"Colegio Público";"FERIA-ISABEL BONAL";"02004409";"Centro público";0
379;"ESPAÑA";"Albacete";"Instituto de Educación Secundaria (IES)";"RAMÓN Y CAJAL";"02004410";"Centro público";0
380;"ESPAÑA";"El Bonillo";"Instituto de Educación Secundaria (IES)";"LAS SABINAS";"02004422";"Centro público";0
381;"ESPAÑA";"Madrigueras";"Instituto de Educación Secundaria (IES)";"RÍO JÚCAR";"02004434";"Centro público";0
382;"ESPAÑA";"Tobarra";"Instituto de Educación Secundaria (IES)";"CRISTÓBAL PÉREZ PASTOR";"02004446";"Centro público";0
383;"ESPAÑA";"Yeste";"Instituto de Educación Secundaria (IES)";"BENECHE";"02004458";"Centro público";0
384;"ESPAÑA";"Villarrobledo";"Escuela Oficial de Idiomas (EOI)";"MENÉNDEZ PELAYO";"02004471";"Centro público";0
385;"ESPAÑA";"Alcala del Jucar";"Colegio Público";"RIBERA DEL JÚCAR";"02004483";"Centro público";0
386;"ESPAÑA";"Nerpio";"Colegio Público";"RÍO TAIBILLA";"02004501";"Centro público";0
387;"ESPAÑA";"Petrola";"Colegio Público";"LAGUNA DE PÉTROLA ";"02004513";"Centro público";0
388;"ESPAÑA";"Agramon";"Colegio Público";"RÍO MUNDO";"02004525";"Centro público";0
